YearMonth,Preco_Kg_Real,SPI_A001,SPI_A002,SPI_A003,SPI_A004,SPI_A008,SPI_A009,SPI_A010,SPI_A011,SPI_A012,SPI_A013,SPI_A014,SPI_A015,SPI_A016,SPI_A018,SPI_A020,SPI_A021,SPI_A023,SPI_A024,SPI_A025,SPI_A026,SPI_A027,SPI_A028,SPI_A033,SPI_A034,SPI_A035,SPI_A036,SPI_A037,SPI_A040,SPI_A041,SPI_A042,SPI_A043,SPI_A044,SPI_A045,SPI_A047,SPI_A049,SPI_A050,SPI_A051,SPI_A053,SPI_A055
2005-06,0.235166667,-0.784270047,-0.469546809,-4.753424309,-0.848345989,0.961670541,-1.103019325,-1.061843512,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2005-07,0.232,-0.784858341,-0.469546809,-4.753424309,-0.848345989,0.952505348,-1.103019325,-1.061758903,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2005-08,0.229166667,-0.776625153,-0.471680606,-4.405373366,-0.843023906,0.959489635,-1.103019325,-1.061758903,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2005-09,0.225833333,-0.655621611,-0.464747491,-4.094680688,-0.819135233,0.977784107,-1.077368058,-1.044256501,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2005-10,0.2155,-0.783093555,-0.363979781,-3.199108575,-0.770700213,0.986403163,-1.055884565,-1.009648191,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2005-11,0.201166667,-0.662017686,-0.002965873,-2.107076748,-0.531692985,0.96958771,-0.988869439,-0.902000442,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2005-12,0.193833333,-0.008417658,0.296155212,-0.987538313,-0.079459028,0.985462215,-0.75567397,-0.499215937,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2006-01,0.213666667,-0.614428649,-0.191920689,-0.735505545,0.049712258,0.84354731,-0.608682807,-0.35564985,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2006-02,0.221166667,-0.604010229,-0.50213856,-0.557069458,0.16391366,0.74308679,-0.337438769,-0.242286403,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2006-03,0.214833333,-0.334879122,-0.314510105,-0.214167823,0.424212462,0.694688227,0.004342528,0.137285995,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2006-04,0.191333333,-0.389198985,-0.160348385,-0.137611739,0.509174344,0.651178424,0.270398146,0.279430688,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2006-05,0.2015,-0.323032351,-0.187774282,-0.128249491,0.514399781,0.641304243,0.356799423,0.283586309,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2006-06,0.212833333,-0.320777268,-0.18932898,-0.126941912,0.514399781,0.641379632,0.356799423,0.284209281,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2006-07,0.218,-0.320213569,-0.196587487,-0.126755178,0.514399781,0.642661219,0.356799423,0.284209281,-0.860863952,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2006-08,0.218166667,-0.178514838,-0.167068423,-0.123023773,0.515617824,0.644771939,0.3586039,0.284209281,-0.860863646,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2006-09,0.234666667,-0.066114441,-0.07750041,-0.073066556,0.581223034,0.645827236,0.531286463,0.315234596,-0.860812281,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2006-10,0.2625,0.802710425,0.281828509,0.154192365,0.646171052,0.742038415,0.653806245,0.436547889,-0.858940248,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2006-11,0.285333333,0.977566145,0.656046004,0.258413396,0.864100924,0.785527787,0.758722525,0.73292714,-0.843872599,-0.820004123,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2006-12,0.298833333,1.003195879,0.658905469,0.466586911,0.909302075,0.845545382,0.822027206,0.891761372,-0.770810063,-0.819465315,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793499905,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2007-01,0.310166667,1.003195879,0.648416903,0.730838208,0.90945578,0.955198179,0.906070361,1.024072005,-0.365260713,-0.80840501,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.792324041,-0.780465437,-0.779810103,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2007-02,0.296833333,1.040786221,1.116223694,0.828688036,1.142433387,0.869847914,1.160760551,1.227345595,-0.189263626,-0.791357068,-0.70483001,-0.70483001,-0.748373949,-0.717148548,-0.757071447,-0.77145114,-0.675905941,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2007-03,0.255,0.169390446,0.537157586,0.891342633,1.176010655,0.698822413,1.112206445,1.049821835,-0.060726092,-0.772458052,-0.70483001,-0.70483001,-0.732595008,-0.717148548,-0.712644122,-0.74864517,-0.606777359,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2007-04,0.232666667,0.235017949,0.689357489,0.930683024,1.232428368,0.697319211,1.03350531,1.044379374,-0.027083164,-0.733697075,-0.70483001,-0.70483001,-0.715352209,-0.717148548,-0.699398336,-0.725626616,-0.507204142,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2007-05,0.236666667,0.232335747,0.656999246,0.934501715,1.239517457,0.6936357,1.023125985,1.029543422,0.01330643,-0.729585148,-0.70483001,-0.70483001,-0.710553467,-0.717148548,-0.699398336,-0.724431201,-0.474432332,-0.729567993,-0.668496377,-0.729495277,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2007-06,0.245666667,0.216766464,0.652232155,0.934501715,1.239656308,0.692883848,1.023125985,1.029201688,0.01330643,-0.728872536,-0.70483001,-0.70483001,-0.710553467,-0.717148548,-0.699398336,-0.724431201,-0.438395096,-0.729567993,-0.668496377,-0.729495277,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2007-07,0.2515,0.216766464,0.653662513,0.93560943,1.239656308,0.692883848,1.023125985,1.029030809,0.040545023,-0.728872536,-0.704828543,-0.704830009,-0.710389769,-0.717148462,-0.699297676,-0.724431201,-0.437886813,-0.729557426,-0.668496377,-0.729288813,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2007-08,0.2735,0.115312137,0.648893886,0.927106158,1.217924962,0.67565643,1.023125985,1.029030809,0.040545023,-0.728872536,-0.704828282,-0.704830009,-0.710389769,-0.717148462,-0.699297676,-0.724431201,-0.437632614,-0.729557048,-0.668496377,-0.729288813,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2007-09,0.338833333,-0.027616876,0.572775911,0.921299804,1.173036735,0.652534876,1.002963522,1.000902781,0.041127928,-0.728872536,-0.704828282,-0.704830009,-0.705879425,-0.717147792,-0.697066058,-0.711395396,-0.437124101,-0.729557048,-0.668496377,-0.729283207,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2007-10,0.348666667,0.004181078,0.382672459,0.894963914,1.194642536,0.646505619,1.022151978,0.955531506,0.153471996,-0.720220285,-0.704481209,-0.704810226,-0.620757503,-0.717078692,-0.637775353,-0.711170031,-0.388051956,-0.729476724,-0.668496377,-0.724131202,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2007-11,0.368666667,-0.02651889,0.223323557,0.815887564,1.220020729,0.667073762,1.012077745,0.991250406,0.214890184,-0.604494064,-0.700809982,-0.704662452,-0.534663536,-0.71592956,-0.461939608,-0.622102833,-0.341272831,-0.726487358,-0.668484808,-0.714853424,-0.65658098,-0.598332162,0.057435263,-0.66849613,-0.621377694,-0.65658081,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2007-12,0.452666667,-0.367665236,-0.047312862,0.63954544,1.00962368,0.584274948,0.841977646,0.793229339,0.342374477,-0.438667731,-0.642847566,-0.699437454,-0.311189223,-0.703340578,-0.337487174,-0.526209876,-0.328275033,-0.69415301,-0.668283281,-0.650852975,-0.656560033,-0.598332162,0.057435263,-0.668438541,-0.621377694,-0.656574608,-0.644758081,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2008-01,0.432333333,-0.120788642,0.365035527,0.738366089,1.099246802,0.709715694,0.943044689,0.783215203,0.693137178,-0.108006665,-0.43270287,-0.652505654,-0.039530124,-0.646267344,-0.150595383,-0.310866512,-0.247528861,-0.469385946,-0.664135492,-0.495152705,-0.655126587,-0.598332162,0.057435263,-0.664751451,-0.621377694,-0.655723379,-0.6447535,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2008-02,0.354333333,0.106093009,0.664145775,0.803028957,1.23145417,0.833474776,0.927886773,0.945239263,0.918502516,0.190427067,-0.314360005,-0.548922974,0.148806039,-0.523306565,0.157861884,-0.168105725,-0.057795108,-0.193699724,-0.633415093,-0.303613261,-0.62452279,-0.598332162,0.057435263,-0.637941853,-0.621375916,-0.651116267,-0.64456696,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2008-03,0.354333333,-0.011706615,0.591977941,0.696506224,1.388066934,0.902730285,0.873694019,0.803761027,0.991423363,0.346718029,-0.12321626,-0.442097055,0.336224529,-0.325791688,0.393832843,0.033101048,0.161113498,-0.041211677,-0.534456775,-0.013798885,-0.541896567,-0.598332162,0.057435263,-0.494323164,-0.621264469,-0.643364079,-0.643169575,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2008-04,0.3425,0.248955199,0.694582446,0.754279101,1.466974005,1.019885434,0.831591581,0.889634857,1.074301182,0.444235466,0.030749178,-0.352153898,0.413538237,-0.194375378,0.506082751,0.206686736,0.354472452,0.055698853,-0.395614313,0.142686857,-0.428044144,-0.598270075,0.057435263,-0.335810955,-0.62076246,-0.622787432,-0.641189514,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2008-05,0.343833333,0.186641022,0.757550094,0.783241148,1.463727795,1.02002932,0.779221317,0.888393839,1.084527216,0.444724637,0.033706397,-0.345314958,0.428536456,-0.154568368,0.506082751,0.274276469,0.45999825,0.068298131,-0.393087539,0.16184738,-0.399446664,-0.598238245,0.057435263,-0.33096123,-0.620525445,-0.615799287,-0.641189514,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2008-06,0.336166667,0.184486137,0.758022096,0.786095032,1.463727795,1.019957378,0.779221317,0.889280322,1.084684345,0.444724637,0.033706397,-0.345314958,0.428536456,-0.152705871,0.506082751,0.274395626,0.461205612,0.068298131,-0.393087539,0.162269299,-0.397403974,-0.598238245,0.057435263,-0.330787474,-0.620525445,-0.61574708,-0.641189514,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2008-07,0.373333333,0.183947352,0.758022096,0.785965373,1.463727795,1.018014585,0.779221317,0.889280322,1.081540644,0.444724637,0.033706397,-0.345314958,0.428536456,-0.152705871,0.506082751,0.274753081,0.461567745,0.068298131,-0.393087539,0.162269299,-0.397257773,-0.598238245,0.057435263,-0.330787474,-0.620525445,-0.61574708,-0.641189514,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2008-08,0.324833333,0.046802169,0.731083803,0.783890013,1.462818305,1.016143099,0.777529825,0.889280322,1.072410571,0.444724637,0.034741159,-0.34497771,0.428536456,-0.148711788,0.50632668,0.274753081,0.461567745,0.068455528,-0.393087539,0.166767753,-0.394325512,-0.598238245,0.057435263,-0.330787474,-0.620525445,-0.615432841,-0.641189514,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2008-09,0.312166667,0.153734362,0.78912714,0.76409714,1.42177022,1.02721877,0.623006291,0.8748937,1.031714284,0.475764089,0.050540602,-0.323224183,0.480736984,-0.140177696,0.506814522,0.285704128,0.485871718,0.088110783,-0.338785218,0.177015943,-0.358103274,-0.598182198,0.057435263,-0.314995745,-0.620212951,-0.613511374,-0.640257557,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2008-10,0.288,-0.98018712,0.501415538,0.635988324,1.343946612,0.889140844,0.58734761,0.767320254,0.967256236,0.457928152,0.092155689,-0.278692222,0.527737308,-0.040990741,0.554998678,0.361634178,0.564310237,0.20490184,-0.306050312,0.25081535,-0.22771153,-0.597930784,0.057435263,-0.258777638,-0.619044155,-0.560429276,-0.638684133,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2008-11,0.2655,-0.683559607,0.406140998,0.576048694,1.362601003,0.88134191,0.735770194,0.662057534,0.990941377,0.501877226,0.177123045,-0.143121092,0.681689922,0.086954007,0.616465474,0.533821328,0.581646,0.307752076,0.149624335,0.405529075,-0.150325163,-0.592242093,0.057435263,-0.08694953,-0.612915617,-0.537076677,-0.611340591,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530995458,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2008-12,0.263833333,-0.143510305,0.064449358,0.5891751,1.368885319,0.856709703,0.693209062,0.769882581,0.964670209,0.254188288,0.405645397,0.142018143,0.751551679,0.236908192,0.775821071,0.674368475,0.664476375,0.540168515,0.575644823,0.492624666,-0.150325163,-0.568225656,0.057435263,0.219862358,-0.574584914,-0.322072055,-0.554956299,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530779006,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2009-01,0.2845,-0.251657722,-0.055490236,0.320371362,1.369286049,0.812175211,0.528646704,0.833382463,0.693653938,0.155910369,0.592624319,0.320100005,0.975992152,0.335950895,0.823920766,0.753550229,0.70354855,0.756226789,0.779523768,0.586365451,-0.150325163,-0.5133357,0.057435263,0.503133276,-0.448973599,-0.045143866,-0.436399028,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.528307605,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2009-02,0.294166667,-0.588401357,-0.265812324,0.201191275,1.152571239,0.849170124,0.32170472,0.762190377,0.720441663,0.22916187,0.762599345,0.486635713,0.935467486,0.479633493,0.619359304,0.732760544,0.556435164,0.915671206,0.779523768,0.693705353,-0.150325163,-0.400335935,0.057435263,0.768391983,-0.343144626,0.199487946,-0.283781658,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.520972507,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2009-03,0.288666667,-0.459762832,0.089172233,0.119378733,1.11918363,0.878175621,0.280431492,0.698590861,0.76929733,0.466970255,0.859531051,0.527927409,0.947922145,0.625095025,0.591346808,0.773702129,0.692574312,1.058331772,0.918990157,0.864830737,-0.150325163,-0.268334609,0.057435263,1.028642899,-0.211300222,0.209490334,-0.171528772,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.448827924,-0.514818533,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2009-04,0.285,0.419637058,0.257575168,0.065581476,1.060762971,1.000570925,0.305367523,0.663563304,0.743320878,0.537201436,0.925403069,0.53369977,0.994583083,0.661230735,0.806744273,0.873117531,0.784185415,1.11150222,1.233834122,0.887773996,-0.150325163,-0.165123015,0.057435263,1.140666555,-0.17935347,0.217406265,0.020427074,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.272154382,-0.46588599,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2009-05,0.284833333,0.556566927,0.274410187,0.060253979,1.053275711,1.011101333,0.434697541,0.657536623,0.725061351,0.546202722,0.928717197,0.536524779,0.992400954,0.671860044,0.896644916,0.987867471,0.842230637,1.109875154,1.289403689,0.874731955,-0.150325163,-0.151562083,0.057435263,1.142844729,-0.108928359,0.217639177,0.045630853,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.119572469,-0.457198511,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2009-06,0.283666667,0.582614198,0.281828509,0.060253979,1.067355046,1.03174327,0.446111864,0.657536623,0.745874496,0.566618053,0.934509286,0.546165598,0.992537377,0.688722645,0.903388518,1.001340807,0.813655881,1.11900288,1.309245104,0.894101686,-0.138706574,-0.14148165,0.057435263,1.162206229,-0.081135537,0.222298482,0.054873974,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.109007847,-0.43283552,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2009-07,0.277,0.582614198,0.283311522,0.058705015,1.067355046,1.03174327,0.446111864,0.659420993,0.727967529,0.566618053,0.930727797,0.543463232,0.992264527,0.671987984,0.903156088,1.001340807,0.815845339,1.115004342,1.309245104,0.884958105,-0.136794689,-0.138680908,0.057435263,1.162423525,-0.07836829,0.224395816,0.054873974,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.099581003,-0.43283552,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2009-08,0.255833333,0.627278902,0.35129676,0.058705015,1.081227825,1.059953487,0.446468256,0.659797754,0.740084135,0.60542303,0.943827158,0.55977386,0.999624132,0.685405296,0.903156088,1.001543072,0.829934792,1.123621031,1.325249982,0.898664758,-0.106524001,-0.12210974,0.057435263,1.18672566,-0.056452735,0.226027349,0.075326403,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.089184516,-0.412274177,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
