YearMonth,Preco_Kg_Real,SPI_A001,SPI_A002,SPI_A003,SPI_A004,SPI_A008,SPI_A009,SPI_A010,SPI_A011,SPI_A012,SPI_A013,SPI_A014,SPI_A015,SPI_A016,SPI_A018,SPI_A020,SPI_A021,SPI_A023,SPI_A024,SPI_A025,SPI_A026,SPI_A027,SPI_A028,SPI_A033,SPI_A034,SPI_A035,SPI_A036,SPI_A037,SPI_A040,SPI_A041,SPI_A042,SPI_A043,SPI_A044,SPI_A045,SPI_A047,SPI_A049,SPI_A050,SPI_A051,SPI_A053,SPI_A055
2004-02,0.229166667,-1.349080031,-0.032508525,-0.47051094,-0.562332202,0.074063485,-1.164368249,-1.109590394,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2004-03,0.251666667,-1.198126889,0.046246557,-0.501698403,-0.578979494,0.153479623,-1.164368249,-1.109590394,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2004-04,0.286333333,-1.09162094,0.20540691,-0.518935952,-0.613494323,0.20230995,-1.164368249,-1.109590394,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2004-05,0.283333333,-1.14565189,0.236740196,-0.523212275,-0.646092287,0.211074245,-1.164368249,-1.109590394,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2004-06,0.268333333,-1.14565189,0.238726331,-0.523212275,-0.646092287,0.211074245,-1.164368249,-1.109590394,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2004-07,0.241333333,-1.162098352,0.24567473,-0.526369112,-0.646636738,0.211746132,-1.164368249,-1.109590394,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2004-08,0.231666667,-1.217719734,0.218349902,-0.528401144,-0.646636738,0.211746132,-1.164368249,-1.109590394,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2004-09,0.234,-1.38825311,0.155470589,-0.597822493,-0.656546345,0.211746132,-1.164368249,-1.109590394,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2004-10,0.216666667,-1.228756853,0.419806094,-0.63705305,-0.623627411,0.265561084,-1.164368249,-1.109590394,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2004-11,0.195833333,-1.364607203,0.29812972,-0.744576313,-0.745202451,0.306607565,-1.164368249,-1.109590394,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2004-12,0.193333333,-1.978705538,0.233760261,-1.020773318,-0.832310542,0.410493359,-1.164368231,-1.109590394,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2005-01,0.2225,-1.818905072,-0.063674359,-1.450222789,-0.845188711,0.49719023,-1.164318637,-1.109590394,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2005-02,0.220833333,-1.465791391,-0.653717433,-1.961623481,-0.84567912,0.691380029,-1.162462585,-1.109590394,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2005-03,0.237666667,-0.666089889,-0.254327803,-3.151930183,-0.846319736,0.91533935,-1.146590895,-1.086091766,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2005-04,0.258833333,-0.801343707,-0.540212515,-4.242301631,-0.846319736,0.955343702,-1.115227102,-1.071425297,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
2005-05,0.24,-0.801343707,-0.470613649,-4.753424309,-0.846790266,0.960870969,-1.103019325,-1.062012463,-0.860863953,-0.820004152,-0.70483001,-0.70483001,-0.767560913,-0.717148548,-0.793509707,-0.780469618,-0.780469618,-0.729576886,-0.668496377,-0.729576886,-0.65658098,-0.598332162,0.057435263,-0.668496377,-0.621377694,-0.65658098,-0.644758083,-0.281110101,-0.009567429,-0.03827848,0.54204681,0.086212229,-0.455353474,-0.530998459,0.465991794,0.434229026,0.41329661,0.36172539,0.36172539,0.434229026
